,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
1205,BMW Z4 roadster 2.0i,8900,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
1206,Toyota Avensis,17900,Toyota,Avensis,2018,30 850 km,Diesel,143 CP,1 995 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,Da
1207,Ford Focus,5990,Ford,Focus,2012,157 729 km,Benzina,100 CP,999 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
1208,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
1209,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
1210,BMW X1 xDrive20d,3890,BMW,X1,2011,250 000 km,Diesel,177 CP,1 995 cm3,,,Manuala,SUV,,,
1211,Volkswagen Golf,2850,Volkswagen,Golf,2005,230 000 km,Benzina,102 CP,1 595 cm3,Fata,Euro 4,Manuala,Compacta,Germania,,
1212,Volvo V40 D2 Momentum,9300,Volvo,V40,2018,236 700 km,Diesel,120 CP,1 969 cm3,Fata,Euro 6,Manuala,Compacta,,,
1213,Peugeot 508,6300,Peugeot,508,2012,160 000 km,Diesel,114 CP,1 560 cm3,Fata,Euro 5,Automata,Masina mica,Franta,,Da
1214,BMW Seria 5 520d Touring Aut.,10150,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
1215,Toyota Land Cruiser,10800,Toyota,Land Cruiser,2004,213 500 km,Diesel,163 CP,2 982 cm3,4x4 (automat),Euro 4,Manuala,SUV,Austria,Da,Da
1216,Audi A4 Allroad quattro 3.0 TDI S tronic,19900,Audi,A4 Allroad,2017,203 000 km,Diesel,218 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,,Da,Da
1217,Volkswagen Golf 1.4 Variant Trendline,4000,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
1218,Audi Q7 3.0 TDI Quattro Tiptronic,46500,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
1219,Skoda Superb Combi 2.0 TDI DSG Sportline,12450,Skoda,Superb,2016,188 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6b,Automata,Combi,,Da,Da
1220,Audi A3 2.0 TDI Sportback quattro S tronic design,15600,Audi,A3,2015,161 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Compacta,,,
1221,Toyota Avensis,17900,Toyota,Avensis,2018,30 850 km,Diesel,143 CP,1 995 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,Da
1222,Ford Focus,5990,Ford,Focus,2012,157 729 km,Benzina,100 CP,999 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
1223,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
1224,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
1225,"Skoda Superb 1,9TDI Avantgarde",2300,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
1226,Mercedes-Benz C 300 Coupe 7G-TRONIC AMG Line,28500,Mercedes-Benz,C,2017,110 000 km,Benzina,245 CP,1 991 cm3,4x4 (automat),,Automata,Coupe,,,
1227,Peugeot 508,6300,Peugeot,508,2012,160 000 km,Diesel,114 CP,1 560 cm3,Fata,Euro 5,Automata,Masina mica,Franta,,Da
1228,Subaru XV 2.0D 6MT Confort + Navigatie,8000,Subaru,XV,2012,142 300 km,Diesel,147 CP,1 998 cm3,4x4 (automat),Euro 5b,Manuala,SUV,,,
1229,Dacia Sandero 0.9 TCe Laureate,8650,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
1230,BMW X4 xDrive20d,32900,BMW,X4,2018,80 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
1231,Audi A4 2.0 TDI Avant,9800,Audi,A4,2012,280 000 km,Diesel,143 CP,1 968 cm3,,,Manuala,Combi,,,
1232,Volkswagen Passat Variant TDI,1600,Volkswagen,Passat,2001,296 000 km,Diesel,115 CP,1 896 cm3,,,Manuala,Combi,,,
1233,Volkswagen Golf 1.4 Variant Trendline,4000,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
1234,BMW X3 xDrive20d Aut. xLine,37500,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
1235,Skoda Superb Combi 2.0 TDI DSG Sportline,12450,Skoda,Superb,2016,188 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6b,Automata,Combi,,Da,Da
1236,Toyota Avensis,17900,Toyota,Avensis,2018,30 850 km,Diesel,143 CP,1 995 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,Da
1237,Lamborghini URUS Standard,327250,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
1238,Dacia Logan MCV 1.5 dCi 75 CP Laureate,6350,Dacia,Logan,2015,183 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Combi,,,
1239,Ford S-Max 2.0 PFi Trend,4490,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
1240,"Skoda Superb 1,9TDI Avantgarde",2300,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
1241,Mercedes-Benz C 300 Coupe 7G-TRONIC AMG Line,28500,Mercedes-Benz,C,2017,110 000 km,Benzina,245 CP,1 991 cm3,4x4 (automat),,Automata,Coupe,,,
1242,BMW Seria 5 520d Touring Aut.,10150,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
1243,Dacia Sandero 0.9 TCe Laureate,8650,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
1244,Toyota Land Cruiser,10800,Toyota,Land Cruiser,2004,213 500 km,Diesel,163 CP,2 982 cm3,4x4 (automat),Euro 4,Manuala,SUV,Austria,Da,Da
1245,Audi A4 Allroad quattro 3.0 TDI S tronic,19900,Audi,A4 Allroad,2017,203 000 km,Diesel,218 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,,Da,Da
1246,BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,10999,BMW,Seria 3,2013,244 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,Da,Da
1247,Audi A4 2.0 TDI Avant,9800,Audi,A4,2012,280 000 km,Diesel,143 CP,1 968 cm3,,,Manuala,Combi,,,
1248,BMW Z4 roadster 2.0i,8900,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
1249,Toyota Avensis,17900,Toyota,Avensis,2018,30 850 km,Diesel,143 CP,1 995 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,Da
1250,Dacia Logan MCV 1.5 dCi 75 CP Laureate,6350,Dacia,Logan,2015,183 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Combi,,,
1251,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
1252,Dacia Duster 1.5 dCi 4WD Comfort,8450,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
1253,BMW X1 xDrive20d,3890,BMW,X1,2011,250 000 km,Diesel,177 CP,1 995 cm3,,,Manuala,SUV,,,
1254,Peugeot 508,6300,Peugeot,508,2012,160 000 km,Diesel,114 CP,1 560 cm3,Fata,Euro 5,Automata,Masina mica,Franta,,Da
1255,Subaru XV 2.0D 6MT Confort + Navigatie,8000,Subaru,XV,2012,142 300 km,Diesel,147 CP,1 998 cm3,4x4 (automat),Euro 5b,Manuala,SUV,,,
1256,BMW Seria 5 520d Touring Aut.,10150,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
1257,Dacia Sandero 0.9 TCe Laureate,8650,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
1258,Fiat Scudo L2 (5-Si.) Panorama Executive,4350,Fiat,Scudo,2007,286 000 km,Diesel,120 CP,1 997 cm3,Fata,,Manuala,Monovolum,,,
1259,Audi A4 2.0 TDI Avant,9800,Audi,A4,2012,280 000 km,Diesel,143 CP,1 968 cm3,,,Manuala,Combi,,,
1260,Volkswagen Golf 1.4 Variant Trendline,4000,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
1261,BMW X3 xDrive20d Aut. xLine,37500,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
1262,Audi Q7 3.0 TDI Quattro Tiptronic,46500,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
1263,Ford S-Max 2.0 PFi Trend,4490,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
1264,Dacia Duster 1.5 dCi 4WD Comfort,8450,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
1265,"Skoda Superb 1,9TDI Avantgarde",2300,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
1266,BMW X1 xDrive20d,3890,BMW,X1,2011,250 000 km,Diesel,177 CP,1 995 cm3,,,Manuala,SUV,,,
1267,Mercedes-Benz C 300 Coupe 7G-TRONIC AMG Line,28500,Mercedes-Benz,C,2017,110 000 km,Benzina,245 CP,1 991 cm3,4x4 (automat),,Automata,Coupe,,,
1268,Dacia Sandero 0.9 TCe Laureate,8650,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
1269,Hyundai IONIQ Plug-in-Hybrid 1.6 GDI,23690,Hyundai,IONIQ,2021,48 566 km,Hibrid,105 CP,1 580 cm3,Fata,Euro 6,Automata,Compacta,Germania,,
1270,BMW X4 xDrive20d,32900,BMW,X4,2018,80 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
1271,Audi A4 2.0 TDI Avant,9800,Audi,A4,2012,280 000 km,Diesel,143 CP,1 968 cm3,,,Manuala,Combi,,,
1272,Volkswagen Passat Variant TDI,1600,Volkswagen,Passat,2001,296 000 km,Diesel,115 CP,1 896 cm3,,,Manuala,Combi,,,
1273,Ford Transit Custom Kombi 320 2.0 EcoBlue 105 CP L1H1 Trend,8200,Ford,Transit Custom,2016,233 062 km,Diesel,105 CP,1 995 cm3,Fata,Euro 5,Manuala,Monovolum,,,
1274,Audi Q7 3.0 TDI Quattro Tiptronic,46500,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
1275,BMW Z4 roadster 2.0i,8900,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
1276,Toyota Avensis,17900,Toyota,Avensis,2018,30 850 km,Diesel,143 CP,1 995 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,Da
1277,Lamborghini URUS Standard,327250,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
1278,Ford Focus,5990,Ford,Focus,2012,157 729 km,Benzina,100 CP,999 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
1279,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
1280,BMW Seria 5 520d AT,30000,BMW,Seria 5,2017,142 500 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Belgia,,Da
1281,Dacia Duster 1.5 dCi 4WD Comfort,8450,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
1282,Volkswagen Golf 1.9 TDI Comfortline,4500,Volkswagen,Golf,2006,263 000 km,Diesel,105 CP,1 896 cm3,,,Manuala,Compacta,,,
1283,Peugeot 508,6300,Peugeot,508,2012,160 000 km,Diesel,114 CP,1 560 cm3,Fata,Euro 5,Automata,Masina mica,Franta,,Da
1284,Subaru XV 2.0D 6MT Confort + Navigatie,8000,Subaru,XV,2012,142 300 km,Diesel,147 CP,1 998 cm3,4x4 (automat),Euro 5b,Manuala,SUV,,,
1285,Dacia Sandero 0.9 TCe Laureate,8650,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
1286,Hyundai IONIQ Plug-in-Hybrid 1.6 GDI,23690,Hyundai,IONIQ,2021,48 566 km,Hibrid,105 CP,1 580 cm3,Fata,Euro 6,Automata,Compacta,Germania,,
1287,Fiat Scudo L2 (5-Si.) Panorama Executive,4350,Fiat,Scudo,2007,286 000 km,Diesel,120 CP,1 997 cm3,Fata,,Manuala,Monovolum,,,
1288,BMW X4 xDrive20d,32900,BMW,X4,2018,80 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
1289,Audi A4 2.0 TDI Avant,9800,Audi,A4,2012,280 000 km,Diesel,143 CP,1 968 cm3,,,Manuala,Combi,,,
1290,Volkswagen Passat Variant TDI,1600,Volkswagen,Passat,2001,296 000 km,Diesel,115 CP,1 896 cm3,,,Manuala,Combi,,,
1291,Audi SQ5 3.0 TFSI quattro tiptronic,22000,Audi,SQ5,2015,157 000 km,Benzina,354 CP,2 995 cm3,4x4 (manual),,Automata,SUV,,,
1292,BMW X3 xDrive20d Aut. xLine,37500,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
1293,Audi Q7 3.0 TDI Quattro Tiptronic,46500,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
1294,Lamborghini URUS Standard,327250,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
1295,Dacia Logan MCV 1.5 dCi 75 CP Laureate,6350,Dacia,Logan,2015,183 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Combi,,,
1296,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
1297,Ford S-Max 2.0 PFi Trend,4490,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
1298,BMW Seria 5 520d AT,30000,BMW,Seria 5,2017,142 500 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Belgia,,Da
1299,Mercedes-Benz C 300 Coupe 7G-TRONIC AMG Line,28500,Mercedes-Benz,C,2017,110 000 km,Benzina,245 CP,1 991 cm3,4x4 (automat),,Automata,Coupe,,,
1300,Subaru XV 2.0D 6MT Confort + Navigatie,8000,Subaru,XV,2012,142 300 km,Diesel,147 CP,1 998 cm3,4x4 (automat),Euro 5b,Manuala,SUV,,,
1301,BMW Seria 5 520d Touring Aut.,10150,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
1302,Dacia Sandero 0.9 TCe Laureate,8650,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
1303,Audi A4 Allroad quattro 3.0 TDI S tronic,19900,Audi,A4 Allroad,2017,203 000 km,Diesel,218 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,,Da,Da
1304,Volkswagen Passat Variant TDI,1600,Volkswagen,Passat,2001,296 000 km,Diesel,115 CP,1 896 cm3,,,Manuala,Combi,,,
1305,Ford Transit Custom Kombi 320 2.0 EcoBlue 105 CP L1H1 Trend,8200,Ford,Transit Custom,2016,233 062 km,Diesel,105 CP,1 995 cm3,Fata,Euro 5,Manuala,Monovolum,,,
1306,Audi SQ5 3.0 TFSI quattro tiptronic,22000,Audi,SQ5,2015,157 000 km,Benzina,354 CP,2 995 cm3,4x4 (manual),,Automata,SUV,,,
1307,Volkswagen Golf 1.4 Variant Trendline,4000,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
1308,BMW X3 xDrive20d Aut. xLine,37500,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
1309,Skoda Superb Combi 2.0 TDI DSG Sportline,12450,Skoda,Superb,2016,188 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6b,Automata,Combi,,Da,Da
1310,Lamborghini URUS Standard,327250,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
1311,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
1312,Dacia Duster 1.5 dCi 4WD Comfort,8450,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
1313,"Skoda Superb 1,9TDI Avantgarde",2300,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
1314,BMW Seria 5 520d Touring Aut.,10150,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
1315,Toyota Land Cruiser,10800,Toyota,Land Cruiser,2004,213 500 km,Diesel,163 CP,2 982 cm3,4x4 (automat),Euro 4,Manuala,SUV,Austria,Da,Da
1316,BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,10999,BMW,Seria 3,2013,244 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,Da,Da
1317,Audi A4 2.0 TDI Avant,9800,Audi,A4,2012,280 000 km,Diesel,143 CP,1 968 cm3,,,Manuala,Combi,,,
1318,Volkswagen Passat Variant TDI,1600,Volkswagen,Passat,2001,296 000 km,Diesel,115 CP,1 896 cm3,,,Manuala,Combi,,,
1319,Audi SQ5 3.0 TFSI quattro tiptronic,22000,Audi,SQ5,2015,157 000 km,Benzina,354 CP,2 995 cm3,4x4 (manual),,Automata,SUV,,,
1320,Volkswagen Golf 1.4 Variant Trendline,4000,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
1321,Audi A3 2.0 TDI Sportback quattro S tronic design,15600,Audi,A3,2015,161 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Compacta,,,
1322,BMW Z4 roadster 2.0i,8900,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
1323,Ford Focus,5990,Ford,Focus,2012,157 729 km,Benzina,100 CP,999 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
1324,Dacia Logan MCV 1.5 dCi 75 CP Laureate,6350,Dacia,Logan,2015,183 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Combi,,,
1325,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
1326,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
1327,Ford S-Max 2.0 PFi Trend,4490,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
1328,BMW Seria 5 520d AT,30000,BMW,Seria 5,2017,142 500 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Belgia,,Da
1329,"Skoda Superb 1,9TDI Avantgarde",2300,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
1330,Volkswagen Golf 1.9 TDI Comfortline,4500,Volkswagen,Golf,2006,263 000 km,Diesel,105 CP,1 896 cm3,,,Manuala,Compacta,,,
1331,BMW Seria 5 520d Touring Aut.,10150,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
1332,Hyundai IONIQ Plug-in-Hybrid 1.6 GDI,23690,Hyundai,IONIQ,2021,48 566 km,Hibrid,105 CP,1 580 cm3,Fata,Euro 6,Automata,Compacta,Germania,,
1333,Toyota Land Cruiser,10800,Toyota,Land Cruiser,2004,213 500 km,Diesel,163 CP,2 982 cm3,4x4 (automat),Euro 4,Manuala,SUV,Austria,Da,Da
1334,Audi A4 Allroad quattro 3.0 TDI S tronic,19900,Audi,A4 Allroad,2017,203 000 km,Diesel,218 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,,Da,Da
1335,BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,10999,BMW,Seria 3,2013,244 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,Da,Da
1336,Volkswagen Golf 1.4 Variant Trendline,4000,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
1337,BMW X3 xDrive20d Aut. xLine,37500,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
1338,Audi Q7 3.0 TDI Quattro Tiptronic,46500,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
1339,Skoda Superb Combi 2.0 TDI DSG Sportline,12450,Skoda,Superb,2016,188 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6b,Automata,Combi,,Da,Da
1340,Audi A3 2.0 TDI Sportback quattro S tronic design,15600,Audi,A3,2015,161 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Compacta,,,
1341,BMW Z4 roadster 2.0i,8900,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
1342,Mercedes-Benz C 300 Coupe 7G-TRONIC AMG Line,28500,Mercedes-Benz,C,2017,110 000 km,Benzina,245 CP,1 991 cm3,4x4 (automat),,Automata,Coupe,,,
1343,Peugeot 508,6300,Peugeot,508,2012,160 000 km,Diesel,114 CP,1 560 cm3,Fata,Euro 5,Automata,Masina mica,Franta,,Da
1344,BMW Seria 5 520d Touring Aut.,10150,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
1345,Toyota Land Cruiser,10800,Toyota,Land Cruiser,2004,213 500 km,Diesel,163 CP,2 982 cm3,4x4 (automat),Euro 4,Manuala,SUV,Austria,Da,Da
1346,BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,10999,BMW,Seria 3,2013,244 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,Da,Da
1347,BMW X4 xDrive20d,32900,BMW,X4,2018,80 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
1348,Audi A4 2.0 TDI Avant,9800,Audi,A4,2012,280 000 km,Diesel,143 CP,1 968 cm3,,,Manuala,Combi,,,
1349,Audi Q7 3.0 TDI Quattro Tiptronic,46500,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
1350,Audi A3 2.0 TDI Sportback quattro S tronic design,15600,Audi,A3,2015,161 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Compacta,,,
1351,Toyota Avensis,17900,Toyota,Avensis,2018,30 850 km,Diesel,143 CP,1 995 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,Da
1352,Lamborghini URUS Standard,327250,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
1353,Dacia Logan MCV 1.5 dCi 75 CP Laureate,6350,Dacia,Logan,2015,183 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Combi,,,
1354,Ford S-Max 2.0 PFi Trend,4490,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
1355,BMW Seria 5 520d AT,30000,BMW,Seria 5,2017,142 500 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Belgia,,Da
1356,"Skoda Superb 1,9TDI Avantgarde",2300,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
1357,Volkswagen Golf 1.9 TDI Comfortline,4500,Volkswagen,Golf,2006,263 000 km,Diesel,105 CP,1 896 cm3,,,Manuala,Compacta,,,
1358,Mercedes-Benz C 300 Coupe 7G-TRONIC AMG Line,28500,Mercedes-Benz,C,2017,110 000 km,Benzina,245 CP,1 991 cm3,4x4 (automat),,Automata,Coupe,,,
1359,Peugeot 508,6300,Peugeot,508,2012,160 000 km,Diesel,114 CP,1 560 cm3,Fata,Euro 5,Automata,Masina mica,Franta,,Da
1360,Subaru XV 2.0D 6MT Confort + Navigatie,8000,Subaru,XV,2012,142 300 km,Diesel,147 CP,1 998 cm3,4x4 (automat),Euro 5b,Manuala,SUV,,,
1361,Dacia Sandero 0.9 TCe Laureate,8650,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
1362,Toyota Land Cruiser,10800,Toyota,Land Cruiser,2004,213 500 km,Diesel,163 CP,2 982 cm3,4x4 (automat),Euro 4,Manuala,SUV,Austria,Da,Da
1363,Fiat Scudo L2 (5-Si.) Panorama Executive,4350,Fiat,Scudo,2007,286 000 km,Diesel,120 CP,1 997 cm3,Fata,,Manuala,Monovolum,,,
